Id,Form,Character,Gender,RoleType,City,Territory
1703,Dal segno,Didone,Male,Prima donna,Venice,Italy
1704,Dal segno,Demofoonte,Male,Tenore,,
1705,Da capo,Alessandro,Male,Tenore,,
1706,Dal segno,Poro,Male,Primo soprano,,
1707,Da capo,Timante,Male,Primo soprano,Turin,Italy
1708,Dal segno,Dircea,Male,Prima donna,,
1709,Dal segno,Poro,Male,Primo soprano,Florence,Italy
1710,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",,
1711,Da capo,Gandarte,Male,Secondo uomo,,
1712,Dal segno,Cleofide,Male,Prima donna,Naples,Italy
1713,Da capo,Poro,Male,Primo soprano,Copenhagen,Empire
1714,Dal segno,Mandane,Male,Prima donna,Vienna,Empire
1715,Da capo,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",,
1716,Da capo,Artaserse,Male,Secondo uomo,Vienna,Empire
1717,ABA,Matusio,Male,Parte ultima,Venice,Italy
1718,ABA,Dircea,Male,Prima donna,Venice,Italy
1719,ABA,Creusa,Male,Seconda donna,Venice,Italy
1720,ABA,Demofoonte,Male,Tenore,Venice,Italy
1721,Da capo,Mandane,Male,Prima donna,Naples,Italy
1722,Dal segno,Artaserse,Male,Secondo uomo,Naples,Italy
1723,ABA,Creusa,Male,Seconda donna,Venice,Italy
1724,ABA,Demofoonte,Male,Tenore,Venice,Italy
1725,ABA,Demofoonte,Male,Tenore,Venice,Italy
1726,ABC,Timante,Male,Primo soprano,Venice,Italy
1727,ABA,Cherinto,Male,Secondo uomo,Venice,Italy
1728,ABA,Matusio,Male,Parte ultima,Venice,Italy
1729,Dal segno,Dircea,Male,Prima donna,,
1730,ABA,Timante,Male,Primo soprano,Venice,Italy
1731,Da capo,Dircea,Male,Prima donna,,
1732,ABA,Dircea,Male,Prima donna,Venice,Italy
1733,Dal segno,Timagene,Male,Parte ultima,Naples,Italy
1734,Dal segno,Poro,Male,Primo soprano,Milan,Italy
1735,A,Timante,Male,Primo soprano,,
1736,AB,Timante,Male,Primo soprano,,
1737,AB,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",,
1738,Da capo,Creusa,Male,Seconda donna,,
1739,Da capo,Dircea,Male,Prima donna,,
1740,Da capo,Dircea,Male,Prima donna,Ferrara,Italy
1741,Dal segno,Creusa,Male,Seconda donna,,
1742,ABA,Dircea,Male,Prima donna,Livorno,Italy
1743,ABA,Demofoonte,Male,Tenore,Livorno,Italy
1744,A,Timante,Male,Primo soprano,Livorno,Italy
1745,ABA,Timante,Male,Primo soprano,Livorno,Italy
1746,ABA,Creusa,Male,Seconda donna,Livorno,Italy
1747,AA,Cherinto,Male,Secondo uomo,Livorno,Italy
1748,AB,Creusa,Male,Seconda donna,Livorno,Italy
1749,AB,Timante,Male,Primo soprano,Livorno,Italy
1750,AB,Cherinto,Male,Secondo uomo,Livorno,Italy
1751,AB,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Livorno,Italy
1752,ABA,Demofoonte,Male,Tenore,Livorno,Italy
1753,Da capo,Poro,Male,Primo soprano,Livorno,Italy
1754,Da capo,Dircea,Male,Prima donna,Naples,Italy
1755,Dal segno,Osmida,Male,Parte ultima,Brunswick,Empire
1756,Dal segno,Selene,Male,Seconda donna,Brunswick,Empire
1757,Dal segno,Didone,Male,Prima donna,Brunswick,Empire
1758,Dal segno,Didone,Male,Prima donna,Brunswick,Empire
1759,Da capo,Iarba,Male,Tenore,Brunswick,Empire
1760,Dal segno,Araspe,Male,Secondo uomo,Brunswick,Empire
1761,Dal segno,Osmida,Male,Parte ultima,Brunswick,Empire
1762,Dal segno,Iarba,Male,Tenore,Brunswick,Empire
1763,Dal segno,Iarba,Male,Tenore,Brunswick,Empire
1764,Dal segno,Enea,Male,Primo soprano,Brunswick,Empire
1765,Dal segno,Selene,Male,Seconda donna,Brunswick,Empire
1766,Da capo,Iarba,Male,Tenore,Brunswick,Empire
1767,Dal segno,Araspe,Male,Secondo uomo,Brunswick,Empire
1768,Dal segno,Didone,Male,Prima donna,Brunswick,Empire
1769,Da capo,Enea,Male,Primo soprano,Brunswick,Empire
1770,Dal segno,Iarba,Male,Tenore,Brunswick,Empire
1771,Dal segno,Selene,Male,Seconda donna,Brunswick,Empire
1772,Da capo,Creusa,Male,Seconda donna,,
1773,Da capo,Enea,Male,Primo soprano,Brunswick,Empire
1774,Da capo,Cleofide,Male,Prima donna,,
1775,Dal segno,Alessandro,Male,Tenore,,
1776,Dal segno,Araspe,Male,Secondo uomo,Brunswick,Empire
1777,AB,Didone,Male,Prima donna,,
1778,Dal segno,Dircea,Male,Prima donna,London,England
1779,Dal segno,Araspe,Male,Secondo uomo,Brunswick,Empire
1780,ABA,Demofoonte,Male,Tenore,Rome,Italy
1781,Da capo,Creusa,Male,Seconda donna,London,England
1782,ABA,Dircea,Male,Prima donna,Venice,Italy
1783,AB,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Venice,Italy
1784,ABA,Adrasto,Male,Settima parte,Venice,Italy
1785,A,Didone,Male,Prima donna,Rome,Italy
1786,Dal segno,Matusio,Male,Parte ultima,Venice,Italy
1787,ABA,Creusa,Male,Seconda donna,Venice,Italy
1788,ABA,Creusa,Male,Seconda donna,Venice,Italy
1789,Dal segno,Dircea,Male,Prima donna,Venice,Italy
1790,Dal segno,Dircea,Male,Prima donna,Venice,Italy
1791,ABAB,Timante,Male,Primo soprano,Venice,Italy
1792,Dal segno,Dircea,Male,Prima donna,Venice,Italy
1793,Dal segno,Demofoonte,Male,Tenore,Venice,Italy
1794,ABA,Timante,Male,Primo soprano,Venice,Italy
1795,Dal segno,Dircea,Male,Prima donna,Venice,Italy
1796,Dal segno,Cherinto,Male,Secondo uomo,Venice,Italy
1797,ABAB,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Venice,Italy
1798,ABA,Demofoonte,Male,Tenore,Venice,Italy
1799,ABA,Timante,Male,Primo soprano,Venice,Italy
1800,Da capo,Timante,Male,Primo soprano,London,England
1801,Da capo,Timante,Male,Primo soprano,London,England
1802,Da capo,Timante,Male,Primo soprano,London,England
1803,Da capo,Timante,Male,Primo soprano,London,England
1804,ABA,Timante,Male,Primo soprano,,
1805,Dal segno,Dircea,Male,Prima donna,Venice,Italy
1806,Dal segno,Dircea,Male,Prima donna,,
1807,ABA,Cherinto,Male,Secondo uomo,Venice,Italy
1808,AA,Matusio,Male,Parte ultima,Venice,Italy
1809,ABAB,Timante,Male,Primo soprano,Venice,Italy
1810,ABA,Dircea,Male,Prima donna,Venice,Italy
1811,ABA,Creusa,Male,Seconda donna,Venice,Italy
1812,ABA,Matusio,Male,Parte ultima,Venice,Italy
1813,AA,Demofoonte,Male,Tenore,Venice,Italy
1814,ABA,Creusa,Male,Seconda donna,Venice,Italy
1815,AB,Cherinto,Male,Secondo uomo,Venice,Italy
1816,AA,Timante,Male,Primo soprano,Venice,Italy
1817,AB,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Venice,Italy
1818,AA,Demofoonte,Male,Tenore,Venice,Italy
1819,AA,Enea,Male,Primo soprano,Turin,Italy
1820,Dal segno,Selene,Male,Seconda donna,Turin,Italy
1821,AA,Didone,Male,Prima donna,Turin,Italy
1822,ABA,Didone,Male,Prima donna,Turin,Italy
1823,Dal segno,Selene,Male,Seconda donna,Turin,Italy
1824,Dal segno,Osmida,Male,Parte ultima,Turin,Italy
1825,Dal segno,Osmida,Male,Parte ultima,Turin,Italy
1826,Dal segno,Iarba,Male,Tenore,Turin,Italy
1827,ABA,Enea,Male,Primo soprano,Turin,Italy
1828,Dal segno,Araspe,Male,Secondo uomo,Turin,Italy
1829,Dal segno,Iarba,Male,Tenore,Turin,Italy
1830,ABC,Didone,Male,Prima donna,Turin,Italy
1831,Dal segno,Enea,Male,Primo soprano,Turin,Italy
1832,Dal segno,Enea,Male,Primo soprano,Turin,Italy
1833,Dal segno,Enea,Male,Primo soprano,Turin,Italy
1834,Dal segno,Timante,Male,Primo soprano,London,England
1835,AA,Cherinto,Male,Secondo uomo,London,England
1836,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",London,England
1837,ABA,Timante,Male,Primo soprano,London,England
1838,Dal segno,Timante,Male,Primo soprano,London,England
1839,ABA,Dircea,Male,Prima donna,London,England
1840,Da capo,Didone,Male,Prima donna,London,England
1841,Da capo,Enea,Male,Primo soprano,London,England
1842,Da capo,Selene,Male,Seconda donna,London,England
1843,Da capo,Didone,Male,Prima donna,London,England
1844,Da capo,Selene,Male,Seconda donna,London,England
1845,Dal segno,Dircea,Male,Prima donna,Milan,Italy
1846,Da capo,Matusio,Male,Parte ultima,Milan,Italy
1847,Da capo,Dircea,Male,Prima donna,Milan,Italy
1848,Da capo,Cherinto,Male,Secondo uomo,Milan,Italy
1849,Da capo,Demofoonte,Male,Tenore,Milan,Italy
1850,Dal segno,Didone,Male,Prima donna,Turin,Italy
1851,Dal segno,Araspe,Male,Secondo uomo,Turin,Italy
1852,Da capo,Timante,Male,Primo soprano,Mantua,Italy
1853,Dal segno,Dircea,Male,Prima donna,Mantua,Italy
1854,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Milan,Italy
1855,Da capo,Creusa,Male,Seconda donna,Mantua,Italy
1856,Da capo,Dircea,Male,Prima donna,Milan,Italy
1857,Da capo,Enea,Male,Primo soprano,St Petersburg,Russia
1858,Dal segno,Creusa,Male,Seconda donna,Milan,Italy
1859,AA,Enea,Male,Primo soprano,London,England
1860,Da capo,Creusa,Male,Seconda donna,Milan,Italy
1861,Da capo,Matusio,Male,Parte ultima,Milan,Italy
1862,Da capo,Cherinto,Male,Secondo uomo,Milan,Italy
1863,Da capo,Timante,Male,Primo soprano,Milan,Italy
1864,Dal segno,Demofoonte,Male,Tenore,Milan,Italy
1865,Dal segno,Demofoonte,Male,Tenore,Milan,Italy
1866,Da capo,Timante,Male,Primo soprano,Milan,Italy
1867,ABA,Iarba,Male,Tenore,Turin,Italy
1868,ABA,Araspe,Male,Secondo uomo,Turin,Italy
1869,ABA,Iarba,Male,Tenore,Turin,Italy
1870,AB,Selene,Male,Seconda donna,Brunswick,Empire
1871,AA,Osmida,Male,Parte ultima,Brunswick,Empire
1872,AA,Didone,Male,Prima donna,Brunswick,Empire
1873,ABC,Enea,Male,Primo soprano,Brunswick,Empire
1874,ABAB,Iarba,Male,Tenore,Brunswick,Empire
1875,Dal segno,Araspe,Male,Secondo uomo,Brunswick,Empire
1876,ABA,Iarba,Male,Tenore,Brunswick,Empire
1877,AB,Didone,Male,Prima donna,Brunswick,Empire
1878,ABA,Selene,Male,Seconda donna,Brunswick,Empire
1879,ABA,Enea,Male,Primo soprano,Brunswick,Empire
1880,ABAB,Didone,Male,Prima donna,Mannheim,Empire
1881,ABA,Didone,Male,Prima donna,Brunswick,Empire
1882,ABA,Osmida,Male,Parte ultima,Brunswick,Empire
1883,ABAB,Enea,Male,Primo soprano,Livorno,Italy
1884,Da capo,Iarba,Male,Tenore,Mannheim,Empire
1885,Da capo,Osmida,Male,Parte ultima,Livorno,Italy
1886,ABA,Didone,Male,Prima donna,Mannheim,Empire
1887,Dal segno,Araspe,Male,Secondo uomo,Livorno,Italy
1888,ABA,Iarba,Male,Tenore,Brunswick,Empire
1889,Dal segno,Selene,Male,Seconda donna,Livorno,Italy
1890,Dal segno,Didone,Male,Prima donna,Lucca,Italy
1891,Dal segno,Didone,Male,Prima donna,Turin,Italy
1892,ABA,Iarba,Male,Tenore,Lucca,Italy
1893,ABA,Selene,Male,Seconda donna,Lucca,Italy
1894,Dal segno,Didone,Male,Prima donna,Lucca,Italy
1895,Da capo,Enea,Male,Primo soprano,Lucca,Italy
1896,Dal segno,Didone,Male,Prima donna,Lucca,Italy
1897,Da capo,Araspe,Male,Secondo uomo,Lucca,Italy
1898,AB,Iarba,Male,Tenore,Lucca,Italy
1899,Dal segno,Osmida,Male,Parte ultima,Lucca,Italy
1900,Dal segno,Iarba,Male,Tenore,Lucca,Italy
1901,AB,Didone,Male,Prima donna,Livorno,Italy
1902,Dal segno,Araspe,Male,Secondo uomo,Lucca,Italy
1903,Dal segno,Iarba,Male,Tenore,Livorno,Italy
1904,Dal segno,Selene,Male,Seconda donna,Lucca,Italy
1905,Dal segno,Iarba,Male,Tenore,Livorno,Italy
1906,ABA,Enea,Male,Primo soprano,Livorno,Italy
1907,Dal segno,Selene,Male,Seconda donna,Lucca,Italy
1908,Dal segno,Araspe,Male,Secondo uomo,Livorno,Italy
1909,ABA,Osmida,Male,Parte ultima,Livorno,Italy
1910,ABA,Selene,Male,Seconda donna,Livorno,Italy
1911,ABA,Enea,Male,Primo soprano,Livorno,Italy
1912,Dal segno,Didone,Male,Prima donna,Livorno,Italy
1913,Dal segno,Enea,Male,Primo soprano,Livorno,Italy
1914,ABA,Selene,Male,Seconda donna,Livorno,Italy
1915,Dal segno,Araspe,Male,Secondo uomo,Naples,Italy
1916,Dal segno,Didone,Male,Prima donna,Naples,Italy
1917,Dal segno,Didone,Male,Prima donna,Naples,Italy
1918,Dal segno,Iarba,Male,Tenore,Naples,Italy
1919,Dal segno,Enea,Male,Primo soprano,Naples,Italy
1920,Dal segno,Iarba,Male,Tenore,Naples,Italy
1921,AA,Timante,Male,Primo soprano,London,England
1922,Dal segno,Enea,Male,Primo soprano,Lucca,Italy
1923,A,Selene,Male,Seconda donna,Padua,Italy
1924,A,Enea,Male,Primo soprano,Padua,Italy
1925,A,Selene,Male,Seconda donna,Padua,Italy
1926,A,Osmida,Male,Parte ultima,Padua,Italy
1927,ABA,Araspe,Male,Secondo uomo,Padua,Italy
1928,A,Osmida,Male,Parte ultima,Padua,Italy
1929,AB,Didone,Male,Prima donna,Padua,Italy
1930,ABA,Enea,Male,Primo soprano,Padua,Italy
1931,AB,Iarba,Male,Tenore,Padua,Italy
1932,AA,Didone,Male,Prima donna,Padua,Italy
1933,ABA,Mandane,Male,Prima donna,Florence,Italy
1934,Dal segno,Artaserse,Male,Secondo uomo,Florence,Italy
1935,Da capo,Artabano,Male,Tenore,Florence,Italy
1936,Dal segno,Megabise,Male,Parte ultima,Florence,Italy
1937,Da capo,Semira,Male,Seconda donna,Florence,Italy
1938,Dal segno,Megabise,Male,Parte ultima,Florence,Italy
1939,Da capo,Arbace,Male,Primo soprano,Florence,Italy
1940,Dal segno,Semira,Male,Seconda donna,Florence,Italy
1941,Da capo,Arbace,Male,Primo soprano,Florence,Italy
1942,Dal segno,Arbace,Male,Primo soprano,Florence,Italy
1943,Da capo,Artabano,Male,Tenore,Florence,Italy
1944,Dal segno,Semira,Male,Seconda donna,Florence,Italy
1945,Dal segno,Arbace,Male,Primo soprano,Florence,Italy
1946,Da capo,Mandane,Male,Prima donna,Rome,Italy
1947,Dal segno,Mandane,Male,Prima donna,Florence,Italy
1948,Da capo,Artaserse,Male,Secondo uomo,Rome,Italy
1949,Da capo,Arbace,Male,Primo soprano,Rome,Italy
1950,Da capo,Artabano,Male,Tenore,Rome,Italy
1951,Dal segno,Semira,Male,Seconda donna,Rome,Italy
1952,Da capo,Artabano,Male,Tenore,Rome,Italy
1953,Da capo,Semira,Male,Seconda donna,Rome,Italy
1954,ABA,Iarba,Male,Tenore,Padua,Italy
1955,ABA,Iarba,Male,Tenore,Padua,Italy
1956,Dal segno,Artaserse,Male,Secondo uomo,Florence,Italy
1957,ABC,"Dirces,Timante,Adrasto,Matusio",Male&Male&Male&Male,"Prima donna,Primo soprano,Settima parte,Parte ultima",Venice,Italy
1958,Da capo,Artaserse,Male,Secondo uomo,Rome,Italy
1959,AB,Didone,Male,Prima donna,Padua,Italy
1960,ABAB,Iarba,Male,Tenore,Padua,Italy
1961,Dal segno,Mandane,Male,Prima donna,Florence,Italy
1962,Da capo,Megabise,Male,Parte ultima,Rome,Italy
1963,A,Arbace,Male,Primo soprano,Florence,Italy
1964,ABA,Didone,Male,Prima donna,Padua,Italy
1965,Dal segno,Artabano,Male,Tenore,Florence,Italy
1966,ABA,Mandane,Male,Prima donna,Rome,Italy
1967,Da capo,Arbace,Male,Primo soprano,Rome,Italy
1968,Dal segno,Artaserse,Male,Secondo uomo,Florence,Italy
1969,A,Enea,Male,Primo soprano,Naples,Italy
1970,A,Osmida,Male,Parte ultima,Naples,Italy
1971,Da capo,Megabise,Male,Parte ultima,Rome,Italy
1972,Dal segno,Selene,Male,Seconda donna,Naples,Italy
1973,Dal segno,Iarba,Male,Tenore,Naples,Italy
1974,ABA,Selene,Male,Seconda donna,Naples,Italy
1975,A,Didone,Male,Prima donna,Naples,Italy
1976,Dal segno,Araspe,Male,Secondo uomo,Naples,Italy
1977,Da capo,Mandane,Male,Prima donna,Rome,Italy
1978,Da capo,Megabise,Male,Parte ultima,Florence,Italy
1979,Dal segno,Enea,Male,Primo soprano,Naples,Italy
1980,Da capo,Semira,Male,Seconda donna,Rome,Italy
1981,Da capo,Mandane,Male,Prima donna,Florence,Italy
1982,Da capo,Artaserse,Male,Secondo uomo,Rome,Italy
1983,ABA,Iarba,Male,Tenore,Naples,Italy
1984,Da capo,Mandane,Male,Prima donna,Rome,Italy
1985,Da capo,Artabano,Male,Tenore,Florence,Italy
1986,Dal segno,Didone,Male,Prima donna,Naples,Italy
1987,A,Iarba,Male,Tenore,Naples,Italy
1988,Dal segno,Araspe,Male,Secondo uomo,Naples,Italy
1989,Dal segno,Semira,Male,Seconda donna,Florence,Italy
1990,Da capo,Semira,Male,Seconda donna,Rome,Italy
1991,Da capo,Artaserse,Male,Secondo uomo,Rome,Italy
1992,Da capo,Mandane,Male,Prima donna,Rome,Italy
1993,Da capo,Arbace,Male,Primo soprano,Rome,Italy
1994,Dal segno,"Mandane,Arbace",Male&Male,"Prima donna,Primo soprano",Florence,Italy
1995,Dal segno,Iarba,Male,Tenore,Naples,Italy
1996,Dal segno,"Mandane,Arbace",Male&Male,"Prima donna,Primo soprano",Rome,Italy
1997,Dal segno,Didone,Male,Prima donna,Naples,Italy
1998,Da capo,Semira,Male,Seconda donna,Rome,Italy
1999,Da capo,Artabano,Male,Tenore,Rome,Italy
2000,Dal segno,Enea,Male,Primo soprano,Naples,Italy
2001,Da capo,Semira,Male,Seconda donna,Dresden,Empire
2002,Da capo,Megabise,Male,Parte ultima,Rome,Italy
2003,Dal segno,Artaserse,Male,Secondo uomo,Dresden,Empire
2004,Da capo,Artabano,Male,Tenore,Dresden,Empire
2005,Dal segno,Mandane,Male,Prima donna,Dresden,Empire
2006,Dal segno,Mandane,Male,Prima donna,Dresden,Empire
2007,Da capo,Artabano,Male,Tenore,Rome,Italy
2008,Da capo,Megabise,Male,Parte ultima,Dresden,Empire
2009,Dal segno,Arbace,Male,Primo soprano,Vienna,Empire
2010,Da capo,Arbace,Male,Primo soprano,Rome,Italy
2011,Dal segno,Mandane,Male,Prima donna,Dresden,Empire
2012,Da capo,Artaserse,Male,Secondo uomo,Rome,Italy
2013,Dal segno,Artabano,Male,Tenore,Vienna,Empire
2014,Dal segno,Megabise,Male,Parte ultima,Vienna,Empire
2015,Dal segno,Mandane,Male,Prima donna,Dresden,Empire
2016,Dal segno,Arbace,Male,Primo soprano,Dresden,Empire
2017,Dal segno,Artaserse,Male,Secondo uomo,Vienna,Empire
2018,Dal segno,Megabise,Male,Parte ultima,Vienna,Empire
2019,Dal segno,Semira,Male,Seconda donna,Vienna,Empire
2020,Dal segno,Semira,Male,Seconda donna,Vienna,Empire
2021,Dal segno,Arbace,Male,Primo soprano,Vienna,Empire
2022,Dal segno,Artabano,Male,Tenore,Dresden,Empire
2023,Dal segno,Artabano,Male,Tenore,Vienna,Empire
2024,Dal segno,Mandane,Male,Prima donna,Vienna,Empire
2025,ABA,Arbace,Male,Primo soprano,Rome,Italy
2026,Dal segno,Artaserse,Male,Secondo uomo,Vienna,Empire
2027,Dal segno,Mandane,Male,Prima donna,Dresden,Empire
2028,Da capo,Artabano,Male,Tenore,Rome,Italy
2029,Da capo,Arbace,Male,Primo soprano,Rome,Italy
2030,Dal segno,Arbace,Male,Primo soprano,Vienna,Empire
2031,Dal segno,Artaserse,Male,Secondo uomo,Vienna,Empire
2032,Da capo,Artabano,Male,Tenore,Rome,Italy
2033,ABA,Mandane,Male,Prima donna,Rome,Italy
2034,Da capo,Arbace,Male,Primo soprano,Rome,Italy
2035,Dal segno,Artabano,Male,Tenore,Vienna,Empire
2036,Dal segno,Semira,Male,Seconda donna,Rome,Italy
2037,Dal segno,Arbace,Male,Primo soprano,Munich,Empire
2038,Dal segno,Artabano,Male,Tenore,Vienna,Empire
2039,Dal segno,Artaserse,Male,Secondo uomo,Venice,Italy
2040,Dal segno,Arbace,Male,Primo soprano,Munich,Empire
2041,Dal segno,Mandane,Male,Prima donna,Munich,Empire
2042,Dal segno,Megabise,Male,Parte ultima,Venice,Italy
2043,A,Arbace,Male,Primo soprano,Vienna,Empire
2044,Dal segno,Arbace,Male,Primo soprano,Munich,Empire
2045,Dal segno,Megabise,Male,Parte ultima,Munich,Empire
2046,,,Male,,,
2047,,,Male,,,
2048,,,Male,,,
2049,,,Male,,,
2050,,,Male,,,
2051,,,Male,,,
2052,,,Male,,,
2053,,,Male,,,
2054,,,Male,,,
2055,,,Male,,,
2056,,,Male,,,
2057,,,Male,,,
2058,,,Male,,,
2059,,,Male,,,
2060,,,Male,,,
2061,,,Male,,,
2062,,,Male,,,
2063,,,Male,,,
2064,,,Male,,,
2065,,,Male,,,
2066,,,Male,,,
2067,,,Male,,,
2068,,,Male,,,
2069,,,Male,,,
2070,,,Male,,,
2071,,,Male,,,
2072,,,Male,,,
2073,,,Male,,,
2074,,,Male,,,
2075,,,Male,,,
2076,,,Male,,,
2077,,,Male,,,
2078,,,Male,,,
2079,,,Male,,,
2080,,,Male,,,
2081,,,Male,,,
2082,,,Male,,,
2083,,,Male,,,
2084,,,Male,,,
2085,,,Male,,,
2086,,,Male,,,
2087,,,Male,,,
2088,,,Male,,,
2089,,,Male,,,
2090,,,Male,,,
2091,,,Male,,,
2092,,,Male,,,
2093,,,Male,,,
2094,,,Male,,,
2095,,,Male,,,
2096,,,Male,,,
2097,,,Male,,,
2098,,,Male,,,
2099,,,Male,,,
2100,,,Male,,,
2101,,,Male,,,
2102,,,Male,,,
2103,,,Male,,,
2104,,,Male,,,
2105,,,Male,,,
2106,,,Male,,,
2107,,,Male,,,
2108,,,Male,,,
2109,,,Male,,,
2110,,,Male,,,
2111,,,Male,,,
2112,,,Male,,,
2113,,,Male,,,
2114,,,Male,,,
2115,,,Male,,,
2116,,,Male,,,
2117,,,Male,,,
